store_name	code	product_ean	location
Huntley	US	3677454326665	America/Chicago
Gronau	DE	4222593734148	Europe/Berlin
Tinaquillo	VE	9813187668137	America/Caracas
Bogoroditsk	RU	3708854044580	Europe/Moscow
Timaru	NZ	3129963678235	Pacific/Auckland
Petrozavodsk	RU	7397394516839	Europe/Moscow
Marburg an der Lahn	DE	1326215836302	Europe/Berlin
Skalica	SK	1616696545047	Europe/Bratislava
Gaya	NG	1476868080772	Africa/Lagos
Palm Valley	US	9035316869783	America/New_York
Searcy	US	7865018440865	America/Chicago
Vahdat	TJ	2468687132243	Asia/Dushanbe
Narwar	IN	1327504674735	Asia/Kolkata
Nidderau	DE	8672661239277	Europe/Berlin
Arzamas	RU	8827944994804	Europe/Moscow
Foshan	CN	5519407263222	Asia/Shanghai
Dorval	CA	8744185693092	America/Toronto
Port Richmond	US	1598535900111	America/New_York
Esmeraldas	BR	3500208521422	America/Sao_Paulo
Novosilikatnyy	RU	4437681996920	Asia/Barnaul
Nampa	US	6318286655086	America/Boise
Usagara	TZ	3911791388505	Africa/Dar_es_Salaam
Ueno-ebisumachi	JP	5127572638846	Asia/Tokyo
Huntley	US	1203769037419	America/Chicago
Burscheid	DE	4240496616361	Europe/Berlin
Gaya	NG	7776293320134	Africa/Lagos
Chosica	PE	0717053524086	America/Lima
Malakhovka	RU	9224667947886	Europe/Moscow
Shimotoda	JP	6291837121165	Asia/Tokyo
Alipur	PK	8932278079711	Asia/Karachi
Caravaca	ES	7912120595515	Europe/Madrid
Negotin	RS	5498531686254	Europe/Belgrade
Laguna Niguel	US	3669512645245	America/Los_Angeles
Sillanwali	PK	2839391359446	Asia/Karachi
Nidderau	DE	4820153307780	Europe/Berlin
Fazilpur	PK	3766120856954	Asia/Karachi
Uran	IN	9712975206783	Asia/Kolkata
Olanchito	HN	3387394849444	America/Tegucigalpa
Jocotepec	MX	2860729271451	America/Mexico_City
Culemborg	NL	2732769835934	Europe/Amsterdam
Hlukhiv	UA	0445060187405	Europe/Kiev
Inverness	GB	0818080801413	Europe/London
Heroica Matamoros	MX	9066632887496	America/Matamoros
Stade	DE	3401343941116	Europe/Berlin
Novelda	ES	1447263130645	Europe/Madrid
Niort	FR	7800978320055	Europe/Paris
Vitebsk	BY	4544407747763	Europe/Minsk
Tonota	BW	5759825712685	Africa/Gaborone
Heroica Matamoros	MX	4581888499217	America/Matamoros
Jaworzno	PL	5621196133652	Europe/Warsaw
Aschaffenburg	DE	2320596405552	Europe/Berlin
Floridsdorf	AT	5013716235418	Europe/Vienna
Camarillo	US	9230242605416	America/Los_Angeles
Marseille 11	FR	5300759244928	Europe/Paris
New Canaan	US	3777409227532	America/New_York
Jais	IN	6758227513523	Asia/Kolkata
Kati	ML	5976548128054	Africa/Bamako
Valday	RU	4809176530214	Europe/Moscow
Mudanya	TR	3846149550153	Europe/Istanbul
Changshu City	CN	4082716665878	Asia/Shanghai
Somma Vesuviana	IT	2738761406561	Europe/Rome
Aykhal	RU	3883995087556	Asia/Yakutsk
Novelda	ES	6652417175815	Europe/Madrid
Cuenca	EC	5162335795534	America/Guayaquil
Kantharalak	TH	1957899486509	Asia/Bangkok
Pune	IN	8273202926887	Asia/Kolkata
Catania	IT	1722625943164	Europe/Rome
Rutland	US	5601281926000	America/New_York
Siegburg	DE	2976496758795	Europe/Berlin
Ganei Tikva	IL	1230708438006	Asia/Jerusalem
Kamakura	JP	2536295993652	Asia/Tokyo
Abilene	US	1139085226957	America/Chicago
Leteri	IN	3880768044068	Asia/Kolkata
Guapimirim	BR	7331037880147	America/Sao_Paulo
Sojat	IN	3749448754553	Asia/Kolkata
Jagna	PH	5591459181228	Asia/Manila
Zeitz	DE	5414896910698	Europe/Berlin
Oulmes	MA	8340750864289	Africa/Casablanca
Sicklerville	US	2168459872055	America/New_York
Strzelce Opolskie	PL	8123626338639	Europe/Warsaw
Taozhuang	CN	4511278367772	Asia/Shanghai
Bothell West	US	8458487287933	America/Los_Angeles
Losser	NL	9001819557731	Europe/Amsterdam
Saint-Genis-Laval	FR	3039300647070	Europe/Paris
Aloha	US	6291975805064	America/Los_Angeles
Collinwood	US	2393782943947	America/New_York
Kashira	RU	1143338546839	Europe/Moscow
Scotch Plains	US	7164699454612	America/New_York
La Victoria	VE	8285091824182	America/Caracas
Nanpiao	CN	9064013720974	Asia/Shanghai
Edremit	TR	7100318181941	Europe/Istanbul
Scottsdale	US	6794638327939	America/Phoenix
Gisborne	NZ	7500533568709	Pacific/Auckland
Zhoucun	CN	9932818926948	Asia/Shanghai
Punta Gorda Isles	US	6715440993983	America/New_York
Gainesville	US	2124303638291	America/New_York
Dobrush	BY	2910932323529	Europe/Minsk
Losheim	DE	7512287278162	Europe/Berlin
Bibiani	GH	7236081380899	Africa/Accra
Leteri	IN	6049803926296	Asia/Kolkata
Bad Segeberg	DE	9551566428582	Europe/Berlin
Binnish	SY	8936643143755	Asia/Damascus
Lexington	US	5810395865390	America/New_York
Sarandi	BR	2394193285039	America/Sao_Paulo
Bad Honnef	DE	4178389049388	Europe/Berlin
Iringa	TZ	7999911584200	Africa/Dar_es_Salaam
Jagna	PH	8642441257463	Asia/Manila
Bachhraon	IN	8446257558031	Asia/Kolkata
Columbia Heights	US	6919175472472	America/Chicago
Tyoply Stan	RU	1548222314547	Europe/Moscow
Lutz	US	7925067463656	America/New_York
Kangayam	IN	0878284238767	Asia/Kolkata
Changshu City	CN	1588715974933	Asia/Shanghai
Fontenay-aux-Roses	FR	9703084630019	Europe/Paris
An Muileann gCearr	IE	7322413684640	Europe/Dublin
Srinagar	IN	9394580046093	Asia/Kolkata
Hardenberg	NL	1808643038201	Europe/Amsterdam
Davangere	IN	8397758769863	Asia/Kolkata
Chapletown	GB	2634781582912	Europe/London
Jocotepec	MX	1131461573068	America/Mexico_City
Elbeuf	FR	7663689992108	Europe/Paris
Dharmapuri	IN	3024228826379	Asia/Kolkata
Cavaillon	FR	5296507826372	Europe/Paris
Kampung Ayer Molek	MY	5574055263154	Asia/Kuala_Lumpur
Pointe-Claire	CA	3300607697687	America/Toronto
Surbiton	GB	6443580519748	Europe/London
Arba Minch	ET	5831624836042	Africa/Addis_Ababa
Davis	US	1286995418665	America/Los_Angeles
Laiwu	CN	1894878077184	Asia/Shanghai
Iwade	JP	8497100158670	Asia/Tokyo
Esperanza	AR	2966508654276	America/Argentina/Cordoba
Kuvandyk	RU	0438245985576	Asia/Yekaterinburg
Beaconsfield	CA	7703076358596	America/Toronto
Le Chesnay	FR	8839853878229	Europe/Paris
Redding	US	1812207401646	America/Los_Angeles
Oberhausen	DE	7652647925807	Europe/Berlin
Pekin	US	3444947383043	America/Chicago
Thap Than	TH	1185880768314	Asia/Bangkok
Jinotepe	NI	6598369746270	America/Managua
Kyaikto	MM	2882337418097	Asia/Yangon
New Canaan	US	7342814878028	America/New_York
Okahandja	NA	2489565247385	Africa/Windhoek
Sector 6	RO	3433620262928	Europe/Bucharest
Claremont	US	0232004217775	America/Los_Angeles
Searcy	US	5585535427379	America/Chicago
Teziutlan	MX	0425348872629	America/Mexico_City
Indio	US	4096085907637	America/Los_Angeles
Afragola	IT	3265124869651	Europe/Rome
Kensington	US	6404567612395	America/New_York
Jersey City	US	6610106920443	America/New_York
Hlohovec	SK	7958308212904	Europe/Bratislava
Cypress Hills	US	8696938864702	America/New_York
Naro-Fominsk	RU	6473398134758	Europe/Moscow
Aklera	IN	0423117660866	Asia/Kolkata
Kamina	CD	4467790013270	Africa/Lubumbashi
Skalica	SK	9653075077708	Europe/Bratislava
Ajaccio	FR	1189873347258	Europe/Paris
Saharsa	IN	1798447546081	Asia/Kolkata
Cavaillon	FR	9749074688912	Europe/Paris
Reutlingen	DE	6485476775678	Europe/Berlin
Labuhan Deli	ID	6351468414491	Asia/Jakarta
Silvan	TR	9599122032705	Europe/Istanbul
Inawashiro	JP	0410328420563	Asia/Tokyo
Binnish	SY	9974144417318	Asia/Damascus
Perth	AU	5937181992587	Australia/Perth
Sojat	IN	0192683017540	Asia/Kolkata
Sassari	IT	4283035784145	Europe/Rome
Tongelre	NL	9636520569102	Europe/Amsterdam
Mikhaylovka	RU	8731061204596	Europe/Volgograd
Tornio	FI	4995846961775	Europe/Helsinki
Gajendragarh	IN	9920291574046	Asia/Kolkata
Narva	EE	6105630910744	Europe/Tallinn
Mardin	TR	2219209996597	Europe/Istanbul
Pucheng	CN	3508241238857	Asia/Shanghai
Gorgonzola	IT	0398761277152	Europe/Rome
Saratoga Springs	US	3416165614117	America/Denver
Dongfeng	CN	5370794284401	Asia/Shanghai
Zeist	NL	5707953937975	Europe/Amsterdam
Ada	US	7790516354508	America/Chicago
Tak Bai	TH	9891562344210	Asia/Bangkok
Malden	US	5911816277034	America/New_York
Newburgh	US	5365626222386	America/New_York
Gernika-Lumo	ES	3848923343425	Europe/Madrid
Halstenbek	DE	4561099369479	Europe/Berlin
Tyler	US	0552873215949	America/Chicago
Lesosibirsk	RU	8907110405850	Asia/Krasnoyarsk
Pfullingen	DE	2643347224036	Europe/Berlin
Altamira	BR	9632695238256	America/Santarem
Crystal Lake	US	5144299722658	America/Chicago
Chharra	IN	5788319658192	Asia/Kolkata
Tudela	ES	4269019963706	Europe/Madrid
Darreh Shahr	IR	4261369547759	Asia/Tehran
Chiguayante	CL	5763849460798	America/Santiago
Selby	GB	5159975344376	Europe/London
Le Robert	MQ	5592985389935	America/Martinique
Lino Lakes	US	3784212093780	America/Chicago
Sorsogon	PH	8355083920670	Asia/Manila
Karatsu	JP	1949111463504	Asia/Tokyo
Kovylkino	RU	8101834389957	Europe/Moscow
Carlos Barbosa	BR	4206757075179	America/Sao_Paulo
Searcy	US	9975579855140	America/Chicago
Newburgh	US	3807367967246	America/New_York
North Tustin	US	5043089507515	America/Los_Angeles
Mbalmayo	CM	5161112536148	Africa/Douala
Farafenni	GM	2061878954244	Africa/Banjul
Sydney	CA	1571543745318	America/Glace_Bay
Buenaventura	CO	0061164898971	America/Bogota
Friedberg	DE	3658103105022	Europe/Berlin
Tupiza	BO	4131029224842	America/La_Paz
Nutley	US	9940390233569	America/New_York
Siliana	TN	5836242466794	Africa/Tunis
San Gabriel	US	5986283532160	America/Los_Angeles
Mira Mesa	US	3945882253212	America/Los_Angeles
Encinitas	US	5607972631925	America/Los_Angeles
Lanciano	IT	1538412409832	Europe/Rome
Ueno-ebisumachi	JP	6797842353718	Asia/Tokyo
Espoo	FI	0874024304235	Europe/Helsinki
Amposta	ES	6238920342991	Europe/Madrid
Ariccia	IT	0884165369895	Europe/Rome
Shepetivka	UA	2832711272753	Europe/Kiev
Charlottenburg-Nord	DE	0698549348976	Europe/Berlin
Miracema	BR	8826818392296	America/Sao_Paulo
Fujioka	JP	5614498995325	Asia/Tokyo
Altamira	BR	4313745326370	America/Santarem
Gariadhar	IN	4895882220365	Asia/Kolkata
Camarillo	US	2455371223790	America/Los_Angeles
Gronau	DE	6497265396315	Europe/Berlin
Hengshui	CN	6404804302560	Asia/Shanghai
Ferrol	ES	5565839783814	Europe/Madrid
Teziutlan	MX	0813382708606	America/Mexico_City
Betamcherla	IN	1313266678296	Asia/Kolkata
Minokamo	JP	7920871452711	Asia/Tokyo
Pahrump	US	0475769620002	America/Los_Angeles
Custoias	PT	8535456912505	Europe/Lisbon
Maryborough	AU	7579373768372	Australia/Brisbane
Ponta Delgada	PT	2748286336274	Atlantic/Azores
Yauco	PR	7430924325829	America/Puerto_Rico
Zaysan	KZ	9475103281198	Asia/Almaty
Finnentrop	DE	0236137516460	Europe/Berlin
Donggongon	MY	9128031639165	Asia/Kuching
Itaperuna	BR	6015076084513	America/Sao_Paulo
New Canaan	US	2049702839110	America/New_York
Port Huron	US	7086913456366	America/Detroit
Dublin	US	7959462619158	America/New_York
Guli	CN	9135245540330	Asia/Shanghai
Mechanicsville	US	6978943482563	America/New_York
Nova Xavantina	BR	2997779921958	America/Cuiaba
Guanajuato	MX	1269735153156	America/Mexico_City
Leland	US	2956471177490	America/New_York
Kulai	MY	4161559615285	Asia/Kuala_Lumpur
Mira Mesa	US	6276674617118	America/Los_Angeles
Fayetteville	US	6216425309428	America/New_York
Denderleeuw	BE	9036889038934	Europe/Brussels
Aguilares	AR	1876096341278	America/Argentina/Tucuman
Hutto	US	7818580217557	America/Chicago
Salima	MW	1059754223745	Africa/Blantyre
Zaozhuang	CN	5910239480748	Asia/Shanghai
Buynaksk	RU	1187525317956	Europe/Moscow
Woodbridge	US	3492471849849	America/New_York
Brierley Hill	GB	2150179630237	Europe/London
Nutley	US	8173917763633	America/New_York
Dax	FR	0994185067869	Europe/Paris
Aurora	US	7964119329748	America/Denver
Murray	US	3030578366007	America/Chicago
Quimper	FR	0438317019796	Europe/Paris
Nutley	US	9226416337566	America/New_York
Malnate	IT	6511758816514	Europe/Rome
Oschatz	DE	0882986844843	Europe/Berlin
Santa Catalina	PH	1449583892531	Asia/Manila
Okegawa	JP	3139358652474	Asia/Tokyo
Shaowu	CN	7299469270670	Asia/Shanghai
Aykhal	RU	9704559191257	Asia/Yakutsk
Kantharalak	TH	9602542037028	Asia/Bangkok
Sillanwali	PK	0159552775840	Asia/Karachi
Dorval	CA	3149714438062	America/Toronto
Gauting	DE	2096691959084	Europe/Berlin
Soroca	MD	2415304534355	Europe/Chisinau
Jerada	MA	9355349649726	Africa/Casablanca
Southsea	GB	0364192366413	Europe/London
Wesseling	DE	4263192279395	Europe/Berlin
Ilopango	SV	8740179969242	America/El_Salvador
Thetford	GB	0108228209783	Europe/London
Lancing	GB	5081351123186	Europe/London
Lexington	US	6893939287284	America/New_York
Quimper	FR	5812329124184	Europe/Paris
Pleasant Prairie	US	6108481945866	America/Chicago
Chichicastenango	GT	3971913475216	America/Guatemala
Boyeros	CU	5702718048866	America/Havana
Viewpark	GB	6796075748353	Europe/London
Reda	PL	0297244168614	Europe/Warsaw
Antanifotsy	MG	6515659080814	Indian/Antananarivo
Nonoichi	JP	4769841332591	Asia/Tokyo
Kudus	ID	7943299136285	Asia/Jakarta
Rafaela	AR	5096244307635	America/Argentina/Cordoba
Kundla	IN	1126608656896	Asia/Kolkata
Baliuag	PH	5706243746006	Asia/Manila
Trossingen	DE	4924624678314	Europe/Berlin
Aloha	US	9184821967405	America/Los_Angeles
Isfahan	IR	7992341306152	Asia/Tehran
Cebu City	PH	7895173397780	Asia/Manila
Carnot	CF	5219403911478	Africa/Bangui
Bushey	GB	6208253087104	Europe/London
Licheng	CN	3999230993190	Asia/Shanghai
Edremit	TR	0525898015511	Europe/Istanbul
Campobasso	IT	1821903104003	Europe/Rome
Alytus	LT	1273126150495	Europe/Vilnius
Nova Kakhovka	UA	8878786576734	Europe/Kiev
South Whittier	US	0591253959660	America/Los_Angeles
Martinsburg	US	6052661577050	America/New_York
Deoli	IN	4055436448069	Asia/Kolkata
Mira Mesa	US	1899010515357	America/Los_Angeles
New Kingston	JM	6849520063591	America/Jamaica
Yakuplu	TR	4820864163545	Europe/Istanbul
Sicklerville	US	5720515876925	America/New_York
Ngemplak	ID	4825931684640	Asia/Jakarta
Kismayo	SO	4474585361539	Africa/Mogadishu
Kallio	FI	9417798107988	Europe/Helsinki
Paredes	PT	5935432980574	Europe/Lisbon
Houthalen	BE	7545260540598	Europe/Brussels
Bonoua	CI	2512620122232	Africa/Abidjan
Cuenca	EC	5014021748334	America/Guayaquil
Itacoatiara	BR	1356612396802	America/Manaus
Xinzhou	CN	0611212703056	Asia/Shanghai
Brunswick	US	2498423775809	America/New_York
Ghat	LY	3972913436689	Africa/Tripoli
Isfahan	IR	0872510484287	Asia/Tehran
Ustka	PL	3524914156761	Europe/Warsaw
Same	TZ	0347413403333	Africa/Dar_es_Salaam
Wevelgem	BE	2360975270517	Europe/Brussels
Karben	DE	0799650964267	Europe/Berlin
Morningside Heights	US	4573121719725	America/New_York
Caravaca	ES	3760789554718	Europe/Madrid
Parkent	UZ	9705983161083	Asia/Tashkent
Kenda	IN	3999453366177	Asia/Kolkata
Zeist	NL	5612047487765	Europe/Amsterdam
Gates-North Gates	US	4642535670738	America/New_York
Bar-le-Duc	FR	3917496834972	Europe/Paris
Valday	RU	4391448787827	Europe/Moscow
Beidao	CN	7689327214814	Asia/Shanghai
Gainsborough	GB	9639796179419	Europe/London
Jerada	MA	0219351935965	Africa/Casablanca
Itabirito	BR	2609351657031	America/Sao_Paulo
Bon Air	US	1243238250826	America/New_York
Keizer	US	6868620983257	America/Los_Angeles
Darreh Shahr	IR	2388743159499	Asia/Tehran
Okegawa	JP	3938780312457	Asia/Tokyo
Tianfu	CN	5911584405745	Asia/Shanghai
Yamada	JP	4043208050145	Asia/Tokyo
Ulan Bator	MN	3979913147300	Asia/Ulaanbaatar
Lakewood	US	6278050533586	America/New_York
Grand Forks	US	7627688699505	America/Chicago
Puducherry	IN	8531556881390	Asia/Kolkata
Ken Caryl	US	4315294984476	America/Denver
Kallio	FI	0767395499412	Europe/Helsinki
Dobrush	BY	2144545620670	Europe/Minsk
Baliuag	PH	9086593885874	Asia/Manila
Socorro	CO	1882096943824	America/Bogota
Las Gabias	ES	9411803214906	Europe/Madrid
Carnaxide	PT	3019100665849	Europe/Lisbon
Naro-Fominsk	RU	6036689297770	Europe/Moscow
Lancing	GB	2422186240472	Europe/London
Bogoroditsk	RU	7104542360851	Europe/Moscow
Curitiba	BR	1922113661956	America/Sao_Paulo
Dawei	MM	3734572548956	Asia/Yangon
Yablonovskiy	RU	6513055720327	Europe/Moscow
Memmingen	DE	1928090918182	Europe/Berlin
Contla	MX	8232513349037	America/Mexico_City
Frankston South	AU	8201285032195	Australia/Melbourne
Zacoalco de Torres	MX	6207245485812	America/Mexico_City
Gaya	NG	6912367519153	Africa/Lagos
Sillanwali	PK	1935418169850	Asia/Karachi
Thenia	DZ	0119651251645	Africa/Algiers
Majene	ID	3659688235975	Asia/Makassar
Saharsa	IN	0221919540320	Asia/Kolkata
Dobrush	BY	0834931394156	Europe/Minsk
Nova Kakhovka	UA	2370357356685	Europe/Kiev
Minokamo	JP	0400281708686	Asia/Tokyo
Tharu Shah	PK	0388068238376	Asia/Karachi
Montpellier	FR	4855875615714	Europe/Paris
Bad Honnef	DE	1220694973971	Europe/Berlin
Schwalmtal	DE	9451567314788	Europe/Berlin
Castelfranco Emilia	IT	2698436538389	Europe/Rome
Foshan	CN	4286011495776	Asia/Shanghai
Davis	US	9188463374935	America/Los_Angeles
Kediri	ID	9592589845307	Asia/Jakarta
American Canyon	US	0029833141766	America/Los_Angeles
Mira Mesa	US	1868274961002	America/Los_Angeles
Thomasville	US	9711746978218	America/New_York
Greenville	US	3278728979688	America/Chicago
Amreli	IN	2958717698653	Asia/Kolkata
Gaziantep	TR	5787669804280	Europe/Istanbul
Jashpurnagar	IN	4509123495343	Asia/Kolkata
Cebu City	PH	3178746511696	Asia/Manila
Kalavoor	IN	1715725285005	Asia/Kolkata
Vitebsk	BY	7272703826536	Europe/Minsk
Sceaux	FR	0464047014992	Europe/Paris
Skalica	SK	2175500487113	Europe/Bratislava
Yangambi	CD	4835706780668	Africa/Lubumbashi
Agrigento	IT	5126485940237	Europe/Rome
Ferrol	ES	0139602804577	Europe/Madrid
Evergreen Park	US	6792913523564	America/Chicago
Zacoalco de Torres	MX	2416283588735	America/Mexico_City
Kamina	CD	4141143203920	Africa/Lubumbashi
Marly-le-Roi	FR	2972669849178	Europe/Paris
San Carlos	CO	0160683072364	America/Bogota
Port of Spain	TT	5831383900169	America/Port_of_Spain
Astara	AZ	7968015312330	Asia/Baku
Markham	CA	9218318645610	America/Toronto
Porterville	US	8128091797851	America/Los_Angeles
Novopavlovsk	RU	8348158559967	Europe/Moscow
La Trinidad	PH	2512210004122	Asia/Manila
Juhaynah	EG	0240705756974	Africa/Cairo
Tianfu	CN	5943525644913	Asia/Shanghai
Puducherry	IN	0361498382215	Asia/Kolkata
Juhaynah	EG	7773365102872	Africa/Cairo
Talence	FR	2476111103868	Europe/Paris
Kensington	US	7557942242584	America/New_York
Puertollano	ES	8466160529300	Europe/Madrid
Abilene	US	9491915991384	America/Chicago
Diamond Harbour	IN	4265648918018	Asia/Kolkata
Castelfranco Emilia	IT	0602832762516	Europe/Rome
Saratoga Springs	US	7939469838790	America/Denver
San Fernando de Henares	ES	4469069336998	Europe/Madrid
Cebu City	PH	0861630800497	Asia/Manila
Ajdabiya	LY	8736850546482	Africa/Tripoli
Farafenni	GM	4715142802325	Africa/Banjul
Shreveport	US	8673287232598	America/Chicago
Wheelers Hill	AU	5262345291955	Australia/Melbourne
Parkent	UZ	9512859739570	Asia/Tashkent
Saint-Omer	FR	9576830866167	Europe/Paris
Nanpiao	CN	8657868853365	Asia/Shanghai
Thomasville	US	5125275914298	America/New_York
Aurora	US	9706813500836	America/Denver
Zaysan	KZ	3317545942274	Asia/Almaty
Astara	AZ	9196289917311	Asia/Baku
Gronau	DE	6254982824282	Europe/Berlin
Betamcherla	IN	9628641755441	Asia/Kolkata
Rudolstadt	DE	1164715597268	Europe/Berlin
Alwaye	IN	5625022763037	Asia/Kolkata
Reus	ES	8460263146860	Europe/Madrid
Southsea	GB	0362141784363	Europe/London
Mechanicsville	US	1085214642436	America/New_York
Strzelce Opolskie	PL	4887140002356	Europe/Warsaw
Toba	JP	4528394178298	Asia/Tokyo
Opportunity	US	6892033131790	America/Los_Angeles
Hutchinson	US	0469460693847	America/Chicago
Dorval	CA	8382997840787	America/Toronto
Shalqar	KZ	2310719185669	Asia/Aqtobe
Nkpor	NG	8637879166197	Africa/Lagos
Bogoroditsk	RU	1072533351767	Europe/Moscow
Dumont	US	3660745318418	America/New_York
Montana	BG	0071339963793	Europe/Sofia
Casa Blanca	MX	6237377042126	America/Mexico_City
Tver	RU	5620433328929	Europe/Moscow
Tonga	CM	7696203627811	Africa/Douala
Carlsbad	US	7206684213245	America/Denver
Honda	CO	5183566330653	America/Bogota
Valday	RU	4352641552360	Europe/Moscow
Licheng	CN	7426859908183	Asia/Shanghai
Claremont	US	0268287217553	America/Los_Angeles
Danjiangkou	CN	9782706469923	Asia/Shanghai
East Jerusalem	PS	3200382999207	Asia/Hebron
Lower West Side	US	8524433155233	America/Chicago
Parkent	UZ	4361601342613	Asia/Tashkent
Westchester	US	1587791786263	America/Chicago
Jiangyan	CN	5403601656259	Asia/Shanghai
Pandua	IN	9504131639708	Asia/Kolkata
Beni Douala	DZ	3766084693961	Africa/Algiers
Itaperuna	BR	8580754754227	America/Sao_Paulo
Ulan Bator	MN	0053957426287	Asia/Ulaanbaatar
Meizhou	CN	5212739470718	Asia/Shanghai
Krasyliv	UA	9039488229390	Europe/Kiev
Shalqar	KZ	8062103244431	Asia/Aqtobe
Ajdabiya	LY	3774777119704	Africa/Tripoli
Simpang	ID	5084641087397	Asia/Jakarta
Rafiganj	IN	1681196657095	Asia/Kolkata
Kamakura	JP	9665438039322	Asia/Tokyo
Bogoroditsk	RU	7713110553382	Europe/Moscow
Hueytown	US	8781480018083	America/Chicago
Naro-Fominsk	RU	3677618535247	Europe/Moscow
Wittenau	DE	7229156822981	Europe/Berlin
Barpeta	IN	1763118594210	Asia/Kolkata
Francavilla Fontana	IT	2275303296360	Europe/Rome
Jagna	PH	1011127290426	Asia/Manila
Esmeraldas	BR	9785981878664	America/Sao_Paulo
Most	CZ	8641375184050	Europe/Prague
Caravaca	ES	4618009724375	Europe/Madrid
Dublin	US	5883152939726	America/New_York
Culemborg	NL	8582630228556	Europe/Amsterdam
Lesozavodsk	RU	0094981624737	Asia/Vladivostok
Lutsk	UA	0093580960437	Europe/Kiev
Carlsbad	US	3208759282518	America/Denver
Aberdeen	GB	6656242041871	Europe/London
Paidha	UG	7756338876321	Africa/Kampala
Acayucan	MX	0050132823336	America/Mexico_City
East Jerusalem	PS	4008255629836	Asia/Hebron
Zacoalco de Torres	MX	6474041232685	America/Mexico_City
Soure	BR	8639021965405	America/Belem
Jambi City	ID	9495272262989	Asia/Jakarta
Phanat Nikhom	TH	2705626039127	Asia/Bangkok
Privolzhskiy	RU	6708782354383	Europe/Saratov
Caravaca	ES	9238568544723	Europe/Madrid
Pandua	IN	4790959563157	Asia/Kolkata
Hrazdan	AM	3290305629564	Asia/Yerevan
El Achir	DZ	1466825386139	Africa/Algiers
Ueno-ebisumachi	JP	1683731136935	Asia/Tokyo
Yakuplu	TR	7159282894920	Europe/Istanbul
Beryozovsky	RU	2405755831523	Asia/Yekaterinburg
Udumalaippettai	IN	4380376313314	Asia/Kolkata
Yablonovskiy	RU	1049513435380	Europe/Moscow
Mexborough	GB	7670638064953	Europe/London
Esperanza	AR	2850658413251	America/Argentina/Cordoba
Amposta	ES	0283089850845	Europe/Madrid
South Lawndale	US	1892843474570	America/Chicago
Ustka	PL	3566191556940	Europe/Warsaw
Yablonovskiy	RU	4363752850788	Europe/Moscow
Meizhou	CN	4770317367986	Asia/Shanghai
Minas de Marcona	PE	2986303196320	America/Lima
Martinsburg	US	2225009336624	America/New_York
Kitgum	UG	0303994187307	Africa/Kampala
Rafiganj	IN	4325780837070	Asia/Kolkata
Maasin	PH	5372266305584	Asia/Manila
Pucheng	CN	8598493644129	Asia/Shanghai
Temara	MA	0150493625300	Africa/Casablanca
Harstad	NO	6771997276504	Europe/Oslo
Grand Forks	US	2466094118317	America/Chicago
Ken Caryl	US	3754597955737	America/Denver
Astara	AZ	7601130334282	Asia/Baku
Les Olives	FR	8292197719823	Europe/Paris
Hlukhiv	UA	1559498076152	Europe/Kiev
Puerto Colombia	CO	5651334013430	America/Bogota
High Wycombe	GB	4271011200956	Europe/London
Zgorzelec	PL	6101712323624	Europe/Warsaw
Puducherry	IN	9975987393081	Asia/Kolkata
Les Olives	FR	8945297932516	Europe/Paris
Rutland	US	4612563916085	America/New_York
Carnaxide	PT	1120917052363	Europe/Lisbon
Narwar	IN	1310227842765	Asia/Kolkata
Iringa	TZ	3573510041650	Africa/Dar_es_Salaam
Scotch Plains	US	6084373275245	America/New_York
Gavrilov-Yam	RU	7930871796142	Europe/Moscow
Ramla	IL	0503199910650	Asia/Jerusalem
Jizzax	UZ	2620711955154	Asia/Samarkand
Sarandi	BR	6868429485198	America/Sao_Paulo
Barras	BR	8571051518667	America/Fortaleza
Gorakhpur	IN	2181669005235	Asia/Kolkata
Calauan	PH	2763799641929	Asia/Manila
New City	US	7244254992978	America/Chicago
Kot Addu	PK	7697381464359	Asia/Karachi
Lons-le-Saunier	FR	7871432642716	Europe/Paris
Ulanhot	CN	9906647756175	Asia/Shanghai
Olanchito	HN	9176743383852	America/Tegucigalpa
Varadero	CU	8878284281420	America/Havana
Coralville	US	2132235070751	America/Chicago
Gainsborough	GB	3043588907030	Europe/London
Loanda	BR	7528780396609	America/Sao_Paulo
Maspalomas	ES	1927024372427	Atlantic/Canary
Thap Than	TH	8109461648331	Asia/Bangkok
Lodwar	KE	5229005310432	Africa/Nairobi
Zacoalco de Torres	MX	3886965865758	America/Mexico_City
Rafaela	AR	7382310775629	America/Argentina/Cordoba
Kachkanar	RU	6213835633716	Asia/Yekaterinburg
Bad Honnef	DE	7725208439027	Europe/Berlin
Ariccia	IT	9189793498544	Europe/Rome
Santa Gertrudes	BR	1690804319058	America/Sao_Paulo
Mitry-Mory	FR	3263702532805	Europe/Paris
Minas de Marcona	PE	9298296073735	America/Lima
Liaoyang	CN	4720092802714	Asia/Shanghai
Lower West Side	US	0343038869806	America/Chicago
Mudanya	TR	2829214698258	Europe/Istanbul
Visitacion Valley	US	9784817568410	America/Los_Angeles
Agrigento	IT	3812311022308	Europe/Rome
Bordj Zemoura	DZ	5328808382612	Africa/Algiers
Newbury	GB	8427339275589	Europe/London
Schiebroek	NL	7235843027072	Europe/Amsterdam
Malakhovka	RU	7243363124041	Europe/Moscow
Jocotepec	MX	0125463815241	America/Mexico_City
